"","Player","Actual","Guaranteed","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","url","yrs_exp","age_yrs","draft_num","debut_yr","num_accolades","num_teams_1920","mid_season_trades","team","num_yrs_current_team","num_teams_played","injury_yrs","twitter_followers","NBA_titles","all_NBA","drafted","GS."
"87","Damyean Dotson",1618520,1618520,"SG",48,0,836,120,290,0.414,59,163,0.362,61,127,0.48,0.516,22,33,0.667,10,81,91,57,23,4,21,44,321,"https://www.basketball-reference.com/players/d/dotsoda01.html",3,26.4345138650463,44,2017,0,1,0,"NYK",3,1,0,15806,0,0,TRUE,0
"88","Daniel Gafford",898310,2416291,"C",43,7,609,94,134,0.701,0,0,0,94,134,0.701,0.701,32,60,0.533,52,54,106,21,13,56,29,98,220,"https://www.basketball-reference.com/players/g/gaffoda01.html",1,22.0292178724145,38,2019,0,1,0,"CHI",1,1,0,20165,0,0,TRUE,0.162790697674419
"89","Daniel Theis",5e+06,5e+06,"C",65,64,1566,241,426,0.566,32,96,0.333,209,330,0.633,0.603,87,114,0.763,140,286,426,111,37,84,54,219,601,"https://www.basketball-reference.com/players/t/theisda01.html",3,28.520686638437,0,2017,0,1,0,"BOS",3,1,0,41985,0,0,FALSE,0.984615384615385
"90","Danilo Gallinari",22615559,22615559,"PF",62,62,1834,358,817,0.438,178,439,0.405,180,378,0.476,0.547,266,298,0.893,34,288,322,119,42,5,76,75,1160,"https://www.basketball-reference.com/players/g/gallida01.html",11,32.1759095745234,6,2008,0,1,0,"OKC",1,4,1,708020,0,0,TRUE,1
"91","Danny Green",14634146,3e+07,"SG",68,68,1687,197,474,0.416,120,327,0.367,77,147,0.524,0.542,33,48,0.688,51,174,225,91,85,32,63,136,547,"https://www.basketball-reference.com/players/g/greenda02.html",11,33.3066660971815,46,2009,2,1,0,"LAL",1,4,0,643423,3,0,TRUE,1
"92","Dante Exum",9600000,18200000,"SG",70,2,970,112,238,1.385,30,86,1.033,82,152,1.569,1.559,64,86,2.476,24,110,134,80,26,16,62,76,318,"https://www.basketball-reference.com/players/e/exumda01.html",5,25.2489991572715,5,2014,0,3,2,"CLE",1,2,0,67440,0,0,TRUE,0.0285714285714286
"93","Danuel House",3540000,11151000,"SF",63,52,1913,230,539,0.427,129,355,0.363,101,184,0.549,0.546,73,90,0.811,57,210,267,85,67,34,54,132,662,"https://www.basketball-reference.com/players/h/houseda01.html",4,27.3462376472379,0,2016,0,1,0,"HOU",2,3,0,16844,0,0,FALSE,0.825396825396825
"94","Dario Šarić",3481986,3481986,"PF",66,51,1632,256,538,0.476,84,235,0.357,172,303,0.568,0.554,108,128,0.844,100,306,406,123,37,16,88,156,704,"https://www.basketball-reference.com/players/s/saricda01.html",4,26.5111753242095,12,2016,1,1,0,"PHO",1,3,0,31967,0,0,TRUE,0.772727272727273
"95","Darius Bazley",2284800,4683960,"PF",61,9,1130,125,317,0.394,49,141,0.348,76,176,0.432,0.472,43,62,0.694,30,216,246,41,23,41,45,55,342,"https://www.basketball-reference.com/players/b/bazleda01.html",1,20.3317141337994,23,2019,0,1,0,"OKC",1,1,0,16876,0,0,TRUE,0.147540983606557
"96","Darius Garland",6400920,13121640,"SG",59,59,1824,280,699,0.401,105,296,0.355,175,403,0.434,0.476,63,72,0.875,27,84,111,229,42,4,151,92,728,"https://www.basketball-reference.com/players/g/garlada01.html",1,20.7094315315518,5,2019,0,1,0,"CLE",1,1,0,28439,0,0,TRUE,1
"97","David Nwaba",2581965,2581965,"SG",20,0,268,37,71,0.521,12,28,0.429,25,43,0.581,0.606,18,27,0.667,8,37,45,8,11,12,8,32,104,"https://www.basketball-reference.com/players/n/nwabada01.html",4,27.7403825005252,0,2017,0,1,0,"BRK",1,4,0,10364,0,0,FALSE,0
"98","De'Aaron Fox",6392760,14492387,"PG",51,49,1634,391,815,0.48,54,185,0.292,337,630,0.535,0.513,241,342,0.705,35,161,196,348,74,25,158,145,1077,"https://www.basketball-reference.com/players/f/foxde01.html",3,22.809407930774,5,2017,0,1,0,"SAC",3,1,0,269642,0,0,TRUE,0.96078431372549
"99","De'Andre Hunter",7068360,14490360,"SF",63,62,2018,280,683,0.41,108,304,0.355,172,379,0.454,0.489,110,144,0.764,44,242,286,112,44,18,103,182,778,"https://www.basketball-reference.com/players/h/huntede01.html",1,22.8586902973789,4,2019,0,1,0,"ATL",1,1,0,11660,0,0,TRUE,0.984126984126984
"100","De'Anthony Melton",1416852,1416852,"PG",60,8,1167,161,401,0.401,40,140,0.286,121,261,0.464,0.451,93,121,0.769,43,177,220,175,77,20,84,109,455,"https://www.basketball-reference.com/players/m/meltode01.html",2,22.3741944386492,46,2018,0,1,0,"MEM",1,2,0,7296,0,0,TRUE,0.133333333333333
"101","Dean Wade",375000,375000,"PF",12,0,71,9,13,0.692,2,4,0.5,7,9,0.778,0.769,0,1,0,3,16,19,2,2,4,3,8,20,"https://www.basketball-reference.com/players/w/wadede01.html",1,23.8908820868271,0,2019,0,1,0,"CLE",1,1,0,13323,0,0,FALSE,0
"102","DeAndre' Bembry",2603982,2603982,"SG",43,4,915,104,228,0.456,15,65,0.231,89,163,0.546,0.489,26,48,0.542,34,118,152,81,55,19,60,84,249,"https://www.basketball-reference.com/players/b/bembrde01.html",4,26.2729772189522,21,2016,0,1,0,"ATL",4,1,0,9184,0,0,TRUE,0.0930232558139535
"103","Deandre Ayton",9562920,19581120,"C",38,32,1236,310,568,0.546,3,13,0.231,307,555,0.553,0.548,67,89,0.753,147,289,436,72,26,58,80,117,690,"https://www.basketball-reference.com/players/a/aytonde01.html",2,22.2208715203227,1,2018,1,1,0,"PHO",2,1,0,71726,0,0,TRUE,0.842105263157895
"104","DeAndre Jordan",9881598,39960716,"C",56,6,1234,191,287,0.666,0,0,0,191,287,0.666,0.666,83,122,0.68,141,420,561,105,18,52,74,114,465,"https://www.basketball-reference.com/players/j/jordade01.html",12,32.2251919411284,35,2008,4,1,0,"BRK",1,4,0,1162806,0,3,TRUE,0.107142857142857
